group,category,code,long description,short description
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3935,"Finger orthosis, nontorsion joint, may include soft interface, custom fabricated, includes fitting and adjustment",Fo nontorsion joint cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3956,"Addition of joint to upper extremity orthosis, any material; per joint",Add joint upper ext orthosis
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3960,"Shoulder elbow wrist hand orthosis, abduction positioning, airplane design, prefabricated, includes fitting and adjustment",Sewho airplan desig abdu pos
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3961,"Shoulder elbow wrist hand orthosis, shoulder cap design, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Sewho cap design w/o jnts cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3962,"Shoulder elbow wrist hand orthosis, abduction positioning, erb's palsey design, prefabricated, includes fitting and adjustment",Sewho erbs palsey design abd
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3967,"Shoulder elbow wrist hand orthosis, abduction positioning (airplane design), thoracic component and support bar, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Sewho airplane w/o jnts cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3971,"Shoulder elbow wrist hand orthosis, shoulder cap design, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Sewho cap design w/jnt(s) cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3973,"Shoulder elbow wrist hand orthosis, abduction positioning (airplane design), thoracic component and support bar, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Sewho airplane w/jnt(s) cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3975,"Shoulder elbow wrist hand finger orthosis, shoulder cap design, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Sewhfo cap design w/o jnt cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3976,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane design), thoracic component and support bar, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Sewhfo airplane w/o jnts cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3977,"Shoulder elbow wrist hand finger orthosis, shoulder cap design, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Sewhfo cap desgn w/jnt(s) cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3978,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane design), thoracic component and support bar, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Sewhfo airplane w/jnt(s) cf
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3980,"Upper extremity fracture orthosis, humeral, prefabricated, includes fitting and adjustment",Up ext fx orthos humeral nos
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3981,"Upper extremity fracture orthosis, humeral, prefabricated, includes shoulder cap design, with or without joints, forearm section, may include soft interface, straps, includes fitting and adjustments",Ue fx orth shoul cap forearm
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3982,"Upper extremity fracture orthosis, radius/ulnar, prefabricated, includes fitting and adjustment",Upper ext fx orthosis rad/ul
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3984,"Upper extremity fracture orthosis, wrist, prefabricated, includes fitting and adjustment",Upper ext fx orthosis wrist
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3995,"Addition to upper extremity orthosis, sock, fracture or equal, each",Sock fracture or equal each
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L3999,"Upper limb orthosis, not otherwise specified",Upper limb orthosis nos
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4000,Replace girdle for spinal orthosis (ctlso or so),Repl girdle milwaukee orth
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4002,"Replacement strap, any orthosis, includes all components, any length, any type","Replace strap, any orthosis"
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4010,Replace trilateral socket brim,Replace trilateral socket br
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4020,"Replace quadrilateral socket brim, molded to patient model",Replace quadlat socket brim
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4030,"Replace quadrilateral socket brim, custom fitted",Replace socket brim cust fit
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4040,"Replace molded thigh lacer, for custom fabricated orthosis only",Replace molded thigh lacer
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4045,"Replace non-molded thigh lacer, for custom fabricated orthosis only",Replace non-molded thigh lac
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4050,"Replace molded calf lacer, for custom fabricated orthosis only",Replace molded calf lacer
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4055,"Replace non-molded calf lacer, for custom fabricated orthosis only",Replace non-molded calf lace
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4060,Replace high roll cuff,Replace high roll cuff
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4070,Replace proximal and distal upright for kafo,Replace prox & dist upright
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4080,"Replace metal bands kafo, proximal thigh",Repl met band kafo-afo prox
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4090,"Replace metal bands kafo-afo, calf or distal thigh",Repl met band kafo-afo calf/
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4100,"Replace leather cuff kafo, proximal thigh",Repl leath cuff kafo prox th
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4110,"Replace leather cuff kafo-afo, calf or distal thigh",Repl leath cuff kafo-afo cal
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4130,Replace pretibial shell,Replace pretibial shell
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4205,"Repair of orthotic device, labor component, per 15 minutes",Ortho dvc repair per 15 min
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4210,"Repair of orthotic device, repair or replace minor parts",Orth dev repair/repl minor p
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4350,"Ankle control orthosis, stirrup style, rigid, includes any type interface (e.g., pneumatic, gel), prefabricated, off-the-shelf",Ankle control ortho pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4360,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",Pneumat walking boot pre cst
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4361,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated, off-the-shelf",Pneuma/vac walk boot pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4370,"Pneumatic full leg splint, prefabricated, off-the-shelf",Pneum full leg splnt pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4386,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",Non-pneum walk boot pre cst
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4387,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated, off-the-shelf",Non-pneum walk boot pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4392,"Replacement, soft interface material, static afo",Replace afo soft interface
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4394,"Replace soft interface material, foot drop splint",Replace foot drop spint
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4396,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",Static or dynami afo pre cst
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4397,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated, off-the-shelf",Static or dynami afo pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4398,"Foot drop splint, recumbent positioning device, prefabricated, off-the-shelf",Foot drop splint pre ots
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L4631,"Ankle foot orthosis, walking boot type, varus/valgus correction, rocker bottom, anterior tibial shell, soft interface, custom arch support, plastic or other material, includes straps and closures, custom fabricated","Afo, walk boot type, cus fab"
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5000,"Partial foot, shoe insert with longitudinal arch, toe filler",Sho insert w arch toe filler
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5010,"Partial foot, molded socket, ankle height, with toe filler",Mold socket ank hgt w/ toe f
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5020,"Partial foot, molded socket, tibial tubercle height, with toe filler",Tibial tubercle hgt w/ toe f
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5050,"Ankle, symes, molded socket, sach foot",Ank symes mold sckt sach ft
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5060,"Ankle, symes, metal frame, molded leather socket, articulated ankle/foot",Symes met fr leath socket ar
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5100,"Below knee, molded socket, shin, sach foot",Molded socket shin sach foot
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5105,"Below knee, plastic socket, joints and thigh lacer, sach foot",Plast socket jts/thgh lacer
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5150,"Knee disarticulation (or through knee), molded socket, external knee joints, shin, sach foot",Mold sckt ext knee shin sach
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5160,"Knee disarticulation (or through knee), molded socket, bent knee configuration, external knee joints, shin, sach foot",Mold socket bent knee shin s
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5200,"Above knee, molded socket, single axis constant friction knee, shin, sach foot",Kne sing axis fric shin sach
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5210,"Above knee, short prosthesis, no knee joint ('stubbies'), with foot blocks, no ankle joints, each",No knee/ankle joints w/ ft b
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5220,"Above knee, short prosthesis, no knee joint ('stubbies'), with articulated ankle/foot, dynamically aligned, each",No knee joint with artic ali
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5230,"Above knee, for proximal femoral focal deficiency, constant friction knee, shin, sach foot",Fem focal defic constant fri
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5250,"Hip disarticulation, canadian type; molded socket, hip joint, single axis constant friction knee, shin, sach foot",Hip canad sing axi cons fric
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5270,"Hip disarticulation, tilt table type; molded socket, locking hip joint, single axis constant friction knee, shin, sach foot",Tilt table locking hip sing
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5280,"Hemipelvectomy, canadian type; molded socket, hip joint, single axis constant friction knee, shin, sach foot",Hemipelvect canad sing axis
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5301,"Below knee, molded socket, shin, sach foot, endoskeletal system",Bk mold socket sach ft endo
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5312,"Knee disarticulation (or through knee), molded socket, single axis knee, pylon, sach foot, endoskeletal system","Knee disart, sach ft, endo"
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5321,"Above knee, molded socket, open end, sach foot, endoskeletal system, single axis knee",Ak open end sach
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5331,"Hip disarticulation, canadian type, molded socket, endoskeletal system, hip joint, single axis knee, sach foot",Hip disart canadian sach ft
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5341,"Hemipelvectomy, canadian type, molded socket, endoskeletal system, hip joint, single axis knee, sach foot",Hemipelvectomy canadian sach
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5400,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment, suspension, and one cast change, below knee",Postop dress & 1 cast chg bk
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5410,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment and suspension, below knee, each additional cast change and realignment",Postop dsg bk ea add cast ch
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5420,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment and suspension and one cast change 'ak' or knee disarticulation",Postop dsg & 1 cast chg ak/d
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5430,"Immediate post surgical or early fitting, application of initial rigid dressing, incl. fitting, alignment and supension, 'ak' or knee disarticulation, each additional cast change and realignment",Postop dsg ak ea add cast ch
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5450,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, below knee",Postop app non-wgt bear dsg
HCPCS 'L' Codes,"Orthotic And Prosthetic Procedures, Devices",L5460,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, above knee",Postop app non-wgt bear dsg
